"Food","Origin Country","Glucose","Carbohidrate","Vitamins Contained","Price Estimate"
"Pan Grease","Micronesia","18","400","Medium","3230"
"Jello - Assorted","Philippines","10","165","High","3621"
"Napkin Colour","France","36","329","Medium","3470"
"Veal - Eye Of Round","China","44","358","Medium","2550"
"Fond - Neutral","Indonesia","37","332","High","3377"
"Nut - Pistachio, Shelled","China","7","193","High","3932"
"Wine - Placido Pinot Grigo","Finland","58","319","Medium","2726"
"Butter - Salted, Micro","China","86","277","Low","3457"
"Appetizer - Crab And Brie","Iran","25","154","Medium","3777"
"Versatainer Nc - 8288","Canada","102","252","Low","3424"
"Sponge Cake Mix - Chocolate","Czech Republic","34","368","Medium","2572"
"Beef - Sushi Flat Iron Steak","Madagascar","77","244","High","3232"
"Peas Snow","France","42","367","High","3311"
"Lettuce Romaine Chopped","Uganda","79","259","Low","3412"
"Coffee - Decaffeinato Coffee","China","83","223","Low","3412"
"Turkey - Breast, Bone - In","Sweden","66","242","Low","3472"
"Papayas","Gabon","88","264","Low","3165"
"Burger Veggie","Poland","26","164","High","3788"
"Garlic","Croatia","23","110","High","2620"
"Chinese Foods - Cantonese","United States","13","166","High","3837"
"Mousse - Passion Fruit","Yemen","78","299","Low","3317"
"Nut - Walnut, Chopped","Cameroon","38","391","Low","2509"
"Pate Pans Yellow","Brazil","88","285","Low","3178"
"Spice - Pepper Portions","China","48","367","Medium","2905"
"Spaghetti Squash","Marshall Islands","8","128","High","3726"
"Orange Roughy 6/8 Oz","Sweden","43","340","Medium","2819"
"Bowl 12 Oz - Showcase 92012","China","47","224","High","3128"
"Cheese - Boursin, Garlic / Herbs","Peru","85","287","Low","3424"
"Soup - Cream Of Potato / Leek","Poland","50","302","Medium","2761"
"Soup - Campbells, Chix Gumbo","Czech Republic","18","120","High","3862"
"Sansho Powder","Philippines","84","236","Low","3252"
"Icecream Bar - Del Monte","Philippines","74","222","Low","3341"
"Fib N9 - Prague Powder","China","38","377","Medium","2869"
"Loquat","China","70","267","Low","3426"
"Coffee - Beans, Whole","Mauritius","77","236","Medium","3177"
"Turkey Tenderloin Frozen","Netherlands","86","235","Low","3180"
"Wine - Balbach Riverside","Pakistan","43","355","Medium","3026"
"Bread - Pumpernickle, Rounds","Luxembourg","41","324","Medium","2925"
"Beer - Original Organic Lager","Mongolia","58","375","Medium","2615"
"Soup - Beef, Base Mix","Nigeria","70","264","Low","3270"
"Broom And Broom Rack White","Brazil","43","319","Low","2603"
"Island Oasis - Raspberry","Russia","15","106","High","3786"
"Beef - Tenderloin","Sweden","89","274","Low","3335"
"Lamb Rack Frenched Australian","China","70","235","Low","3468"
"Wine - Mas Chicet Rose, Vintage","Indonesia","73","218","Low","3084"
"Yogurt - Banana, 175 Gr","Colombia","64","250","Low","3208"
"Wine - Pinot Noir Stoneleigh","Colombia","61","207","Low","3340"
"Bread Ww Cluster","Indonesia","79","140","Low","3020"
"Appetizer - Mushroom Tart","Poland","7","149","High","3620"
"Shrimp - Prawn","Belarus","35","358","Medium","2572"
"Sauce - Vodka Blush","Croatia","8","109","Low","3688"
"Jack Daniels","Portugal","21","253","Medium","3081"
"Tea - Green","Poland","56","310","High","3400"
"Beef Dry Aged Tenderloin Aaa","Guatemala","77","271","Low","3013"
"Carrots - Purple, Organic","Russia","78","261","High","3287"
"Chips - Potato Jalapeno","Honduras","76","220","Low","3198"
"Beer - Muskoka Cream Ale","Bermuda","30","306","High","2546"
"Veal - Brisket, Provimi, Bone - In","Serbia","4","183","High","3187"
"Chocolate Bar - Smarties","Sweden","52","302","Medium","3494"
"Wiberg Cure","Bulgaria","82","242","Medium","3184"
"Coffee - French Vanilla Frothy","Indonesia","75","295","Low","3252"
"Napkin - Cocktail,beige 2 - Ply","Japan","65","298","Low","3465"
"Pastry - Baked Scones - Mini","Indonesia","53","359","Medium","3254"
"Cookies Oatmeal Raisin","Poland","74","257","Low","3110"
"Soup Knorr Chili With Beans","Vietnam","53","365","Medium","2797"
"Cheese - Pont Couvert","Indonesia","1","135","Low","3004"
"Soup - French Onion, Dry","Croatia","43","309","Medium","3152"
"Tea - Grapefruit Green Tea","Croatia","21","159","High","3275"
"Sauce - Plum","Poland","84","219","Medium","3128"
"Nectarines","Ghana","65","299","Low","3490"
"Chocolate Bar - Oh Henry","China","82","218","Low","3135"
"Jerusalem Artichoke","United States","6","116","High","3693"
"Longos - Chicken Caeser Salad","United Kingdom","4","169","High","3997"
"Paper Cocktail Umberlla 80 - 180","Brazil","12","169","High","3045"
"Godiva White Chocolate","Indonesia","30","328","Medium","3475"
"Dome Lid Clear P92008h","Croatia","69","270","Low","3028"
"Chocolate - Milk","Costa Rica","13","163","High","3839"
"Pasta - Spaghetti, Dry","Bulgaria","55","357","High","3408"
"Dome Lid Clear P92008h","China","55","339","Medium","3088"
"Gin - Gilbeys London, Dry","Germany","88","273","Low","3227"
"Black Currants","China","58","384","High","3498"
"Filling - Mince Meat","Indonesia","35","382","Medium","2538"
"Bread Roll Foccacia","Ukraine","5","101","High","3447"
"Nantucket - Carrot Orange","Nicaragua","74","212","Low","3380"
"Bacardi Raspberry","Brazil","53","381","Medium","3481"
"Soup Campbells - Tomato Bisque","Angola","66","246","Low","3279"
"Artichokes - Jerusalem","China","36","363","Medium","2956"
"Smirnoff Green Apple Twist","Canada","69","173","Low","3401"
"Hot Choc Vending","Sweden","60","389","Medium","2653"
"Lobster - Tail, 3 - 4 Oz","Poland","86","272","Medium","3497"
"Cornish Hen","Russia","28","183","High","3026"
"Nut - Chestnuts, Whole","Portugal","69","226","Medium","3450"
"Pepper - Green, Chili","Finland","65","263","Low","3212"
"Oil - Peanut","Brazil","16","101","High","3299"
"Wine - Niagara Peninsula Vqa","Ukraine","52","377","High","2787"
"Glove - Cutting","Russia","56","350","Low","2730"
"Mini - Vol Au Vents","Greece","3","171","High","3926"
"Sauce - Marinara","China","28","126","High","3349"
"Trout - Smoked","Ukraine","34","350","Medium","3072"
"Olives - Morracan Dired","Philippines","16","61","High","3081"
"Table Cloth 120 Round White","Sweden","49","364","High","2842"
"Red Snapper - Fresh, Whole","Indonesia","62","271","Low","3040"
"Pork Salted Bellies","Japan","29","43","High","3481"
"Sea Urchin","Czech Republic","63","212","Low","3681"
"Whmis - Spray Bottle Trigger","Brazil","52","391","Low","2677"
"Tomato - Green","Chad","35","386","Medium","3394"
"Durian Fruit","Portugal","35","322","Medium","2526"
"Madeira","Botswana","28","134","High","3629"
"Ice Cream - Super Sandwich","China","6","173","High","3630"
"Paper - Brown Paper Mini Cups","Indonesia","40","354","High","2697"
"Pork - Back, Long Cut, Boneless","Indonesia","72","245","Low","3346"
"Brandy Apricot","Dominican Republic","31","363","High","2662"
"Mousse - Mango","Russia","10","253","High","3812"
"Wine - Segura Viudas Aria Brut","Republic of the Congo","9","127","Medium","3265"
"Garlic - Peeled","Greece","63","231","Low","3500"
"Vinegar - Raspberry","Portugal","75","291","Low","3473"
"Sobe - Tropical Energy","Russia","24","166","Low","3714"
"Sobe - Cranberry Grapefruit","China","23","181","High","3882"
"Sherry - Dry","Indonesia","11","167","Medium","3307"
"Bread - Sticks, Thin, Plain","Peru","8","130","High","3352"
"Rice - Long Grain","China","68","230","Low","3172"
"Garlic - Primerba, Paste","Czech Republic","3","168","High","3628"
"Stock - Beef, Brown","Russia","39","339","Medium","3203"
"Pepsi - 600ml","Argentina","73","243","Low","3481"
"Wine - Red, Mosaic Zweigelt","Mongolia","18","137","High","3896"
"Cheese - Havarti, Roasted Garlic","Iran","68","228","Low","3457"
"Beef - Ox Tongue","China","46","379","Medium","3208"
"Gatorade - Xfactor Berry","Macedonia","80","205","Medium","3580"
"Higashimaru Usukuchi Soy","Portugal","-16","114","High","3270"
"Bread - Rolls, Corn","Portugal","15","188","High","3921"
"Puree - Passion Fruit","Indonesia","30","300","Medium","3444"
"Cookies Oatmeal Raisin","Ukraine","86","290","Low","3024"
"Magnotta Bel Paese Red","Egypt","80","210","Low","3285"
"Browning Caramel Glace","Mauritius","16","191","High","3431"
"Beer - Upper Canada Lager","Poland","49","351","Medium","2658"
"Appetizer - Sausage Rolls","United States","75","260","Low","3021"
"Puree - Blackcurrant","Vietnam","48","341","Medium","3471"
"Wine - Shiraz South Eastern","Philippines","76","292","Low","3117"
"Chef Hat 20cm","France","80","253","Low","3258"
"Chocolate Bar - Coffee Crisp","Indonesia","56","355","Medium","3473"
"Wine - White, Gewurtzraminer","Brazil","54","329","Medium","3356"
"Squash - Guords","China","13","158","High","3834"
"Juice - Apple, 500 Ml","Portugal","22","214","High","3065"
"Corn Meal","Russia","84","234","Low","3152"
"Apricots - Dried","China","63","248","Low","3647"
"Ice Cream - Turtles Stick Bar","Vietnam","68","219","Low","3038"
"Container - Foam Dixie 12 Oz","Indonesia","68","275","Low","3445"
"Beer - Pilsner Urquell","China","67","219","Medium","3069"
"Bagels Poppyseed","Canada","81","255","Medium","3338"
"Corn - On The Cob","China","60","228","Low","3140"
"Sprouts - Pea","China","80","276","Low","3216"
"Garam Marsala","Indonesia","30","156","High","3362"
"Puree - Guava","Democratic Republic of the Congo","86","283","High","3168"
"Beef - Texas Style Burger","Indonesia","13","157","High","3638"
"Cheese - Romano, Grated","Mauritania","53","378","Medium","3108"
"Veal - Kidney","France","52","366","Medium","2860"
"Chips - Potato Jalapeno","Philippines","50","366","Medium","3255"
"Table Cloth 62x120 White","China","84","256","Low","3139"
"Allspice - Jamaican","Montenegro","19","181","High","3330"
"Muffin Hinge Container 6","Cameroon","-1","168","High","3984"
"Potatoes - Mini Red","United States","62","292","Low","3384"
"Appetizer - Cheese Bites","Poland","35","316","Medium","3345"
"Creme De Menth - White","Indonesia","10","145","High","3308"
"Bread - Rolls, Corn","Colombia","77","298","Low","3411"
"Fuji Apples","China","24","184","High","3696"
"Cake Circle, Foil, Scallop","China","61","226","Low","3082"
"Lamb - Racks, Frenched","Indonesia","53","456","Medium","3418"
"Sugar - Crumb","China","46","335","Medium","3358"
"Halibut - Fletches","Sweden","16","184","High","3560"
"Lotus Root","China","40","391","Medium","3213"
"Rum - Cream, Amarula","Jamaica","12","168","High","3805"
"Napkin Colour","United States","2","130","High","3670"
"Lamb - Leg, Bone In","Thailand","13","171","Medium","3369"
"Cheese - Parmigiano Reggiano","Russia","31","286","Medium","2942"
"Wine - Cahors Ac 2000, Clos","Brazil","27","192","High","3269"
"Peas - Frozen","Palestinian Territory","40","301","Medium","2686"
"Pasta - Gnocchi, Potato","France","22","187","High","3153"
"Chutney Sauce","Russia","34","319","Medium","2871"
"Lime Cordial - Roses","China","11","155","High","3159"
"Flour - Buckwheat, Dark","Indonesia","4","182","Medium","3327"
"Sauce - Hoisin","Indonesia","46","354","Medium","2671"
"Wine - Tribal Sauvignon","Benin","30","175","High","3284"
"Potatoes - Peeled","Russia","50","388","Medium","2916"
"Lime Cordial - Roses","South Africa","14","163","Medium","3109"
"Beer - Upper Canada Light","China","20","114","Medium","3074"
"Soap - Pine Sol Floor Cleaner","Greece","42","129","High","3135"
"Vinegar - Rice","Brazil","30","177","High","3332"
"Bouillion - Fish","Poland","52","385","Medium","2658"
"Haggis","Colombia","11","173","High","3275"
"Beef - Tenderloin - Aa","China","20","113","High","3175"
"Dip - Tapenade","Sweden","43","373","Medium","2920"
"Dried Apple","China","27","175","High","3755"
"Dill - Primerba, Paste","Philippines","77","240","Low","3392"
"Pepperoni Slices","France","6","191","Low","3943"
"Veal - Heart","Brazil","50","302","Medium","3088"
"Tea Peppermint","Malawi","51","320","Medium","2860"
"Beer - Molson Excel","Chile","52","327","Medium","2902"
"Nut - Chestnuts, Whole","Malaysia","31","306","High","3399"
"Pear - Asian","United States","6","192","High","3246"
"Cabbage Roll","China","19","26","High","3145"
"Sesame Seed Black","Finland","40","307","Medium","3318"
"Sauce - Oyster","Indonesia","61","227","Low","3313"
"Wine - Valpolicella Masi","Japan","25","190","High","3563"
"Wine - Balbach Riverside","United States","79","233","Medium","3289"
"Dry Ice","Argentina","75","268","Low","3206"
"Beer - Muskoka Cream Ale","Afghanistan","65","280","Low","3140"
"Devonshire Cream","Philippines","13","112","High","3375"
"Pastry - Cheese Baked Scones","China","19","115","High","3083"
"Pork - Shoulder","Yemen","65","231","Low","3178"
"Water, Tap","Canada","80","232","Low","3391"
"Muffin Mix - Banana Nut","Saudi Arabia","1","154","Medium","3331"
"Seedlings - Buckwheat, Organic","France","59","301","High","3317"
"Veal - Round, Eye Of","Colombia","55","297","Medium","2836"
"Heavy Duty Dust Pan","Portugal","68","275","Low","3012"
"Apple - Macintosh","Bulgaria","19","137","High","3346"
"Chocolate - Milk Coating","China","64","201","Medium","3095"
"Veal - Slab Bacon","Syria","87","270","Low","3166"
"Stock - Fish","China","46","383","Medium","2727"
"True - Vue Containers","Peru","88","278","Low","3075"
"Cookies - Englishbay Wht","Vietnam","31","104","High","3694"
"Chinese Foods - Cantonese","Poland","38","328","Medium","2853"
"Beer - True North Strong Ale","Bangladesh","40","314","Medium","2516"
"Cake - Mini Potato Pancake","Greece","32","324","Medium","2877"
"Cheese - Le Cru Du Clocher","Thailand","24","182","High","3737"
"Wine - Tribal Sauvignon","Brazil","46","333","Medium","2964"
"Ice Cream Bar - Oreo Sandwich","Armenia","30","107","High","3992"
"Beef Ground Medium","Poland","29","172","High","3787"
"Lamb - Shoulder, Boneless","China","89","221","Low","3132"
"Nori Sea Weed - Gold Label","Indonesia","13","38","High","3081"
"Liners - Banana, Paper","Tanzania","23","199","High","3332"
"Coffee - Espresso","Philippines","74","267","Medium","3003"
"Cookies Almond Hazelnut","Nigeria","6","116","High","3527"
"Table Cloth 81x81 Colour","Argentina","82","211","Low","3341"
"Crab - Meat","Greece","42","394","Medium","3315"
"Chips Potato Salt Vinegar 43g","Poland","20","174","High","3638"
"Turkey - Whole, Fresh","China","79","193","Low","3109"
"Island Oasis - Magarita Mix","China","47","384","Medium","2656"
"Water - Aquafina Vitamin","France","41","313","Medium","2519"
"Sauce - Mint","Russia","47","343","Medium","2773"
"Nut - Chestnuts, Whole","China","13","110","High","3793"
"Lemons","Pakistan","49","323","Medium","3147"
"Curry Paste - Green Masala","Japan","86","221","Medium","3017"
"Wine - Sake","China","12","154","High","3079"
"Prunes - Pitted","Saint Lucia","50","306","Low","3379"
"Artichoke - Hearts, Canned","France","30","187","High","3684"
"Chinese Foods - Chicken","Tanzania","42","394","Medium","2940"
"Tray - 16in Rnd Blk","Sweden","16","194","High","3099"
"Salmon Steak - Cohoe 8 Oz","Malaysia","17","118","High","4253"
"Madeira","Tunisia","47","383","High","3294"
"Oranges - Navel, 72","Thailand","73","245","Low","3400"
"Nantucket Apple Juice","Brazil","84","247","Low","3483"
"Cake - Sheet Strawberry","China","59","257","High","2967"
"Chocolate - Mi - Amere Semi","Iran","87","188","Low","3051"
"Pail - 15l White, With Handle","China","40","400","Medium","2938"
"Icecream - Dibs","Sweden","52","385","Medium","2882"
"Cheese - Goat With Herbs","United States","60","212","Low","3199"
"Wine - Periguita Fonseca","China","84","209","Low","3212"
"Pork - Tenderloin, Frozen","Sweden","26","163","High","3398"
"Couscous","China","32","333","High","3320"
"Knife Plastic - White","Indonesia","48","336","Medium","2982"
"Beans - Yellow","Portugal","74","259","Low","3321"
"Peppercorns - Pink","Sweden","90","217","Low","3128"
"Bread - Pumpernickel","Brazil","86","273","Low","3380"
"Chips Potato All Dressed - 43g","Indonesia","47","370","Medium","2728"
"Flour - Teff","Russia","65","202","Low","3129"
"Wine - Winzer Krems Gruner","Guatemala","48","368","Medium","3804"
"Mushroom - Shitake, Fresh","Indonesia","90","221","Low","3334"
"Salami - Genova","Philippines","34","319","Medium","3028"
"Peppercorns - Green","Ireland","26","143","High","3916"
"Coke - Classic, 355 Ml","Indonesia","80","300","High","3277"
"Muffin Mix - Chocolate Chip","Pakistan","11","160","High","3754"
"Monkfish - Fresh","Italy","19","186","High","3689"
"Soup Campbells - Italian Wedding","China","80","209","Low","3399"
"Potatoes - Mini White 3 Oz","Portugal","42","350","Medium","2732"
"Chinese Foods - Plain Fried Rice","Yemen","39","323","Medium","3189"
"Tea - Mint","Indonesia","41","352","Medium","2826"
"Triple Sec - Mcguinness","France","43","346","Medium","2866"
"Loquat","China","20","188","High","3533"
"Apple - Delicious, Red","France","18","172","High","3760"
"Nut - Walnut, Pieces","Honduras","33","300","High","3382"
"Turnip - Wax","Indonesia","88","213","Low","3034"
"Wine - Chateau Bonnet","France","50","396","High","2860"
"Soup - Beef Conomme, Dry","Bulgaria","69","278","Medium","3381"
